"","client","signaleringid","indicatorid","waarde","argument","naam","gewicht","eindresultaat","succes","toelichting","Datasource1","Interface1","Time","Year","Quarter","Month","MonthName","Week","WeekDay","DayMonth","DayYear","TimeJS","YearWeek","eindargumentatie","MS","Oncology","CV","PAH","signalering_eindresultaat"
"756","",677978,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-23 08:25:01,2014,1,1,"January","04","Thursday",23,23,1390465501.857,"2014.04","CSR","","","","Damage",6
"758","",677990,505,100,"In-House","Janssen",1,5,"NULL","NULL","R_model","RServe interface",2014-01-23 09:23:11,2014,1,1,"January","04","Thursday",23,23,1390468991.78,"2014.04","CSR","","","","Damage",14
"760","",677992,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-23 09:28:21,2014,1,1,"January","04","Thursday",23,23,1390469301.06,"2014.04","Submission","","","","Damage",40
"761","",677993,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-23 09:31:25,2014,1,1,"January","04","Thursday",23,23,1390469485.92,"2014.04","CSR","","","","Damage",5
"763","",678061,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-23 12:36:21,2014,1,1,"January","04","Thursday",23,23,1390480581.553,"2014.04","CSR","","","","Damage",105
"785","",679220,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-23 17:54:58,2014,1,1,"January","04","Thursday",23,23,1390499698.963,"2014.04","CSR","","","","Damage",111
"786","",679261,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-23 20:45:10,2014,1,1,"January","04","Thursday",23,23,1390509910.69,"2014.04","Other","","","","Damage",5
"788","",679275,505,100,"In-House","Janssen",1,5,"NULL","NULL","R_model","RServe interface",2014-01-23 21:56:34,2014,1,1,"January","04","Thursday",23,23,1390514194.753,"2014.04","CSR","","","","Damage",105
"791","",679301,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-24 07:47:45,2014,1,1,"January","04","Friday",24,24,1390549665.157,"2014.04","Other","","","","Damage",111
"793","",679317,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-24 10:01:58,2014,1,1,"January","04","Friday",24,24,1390557718.213,"2014.04","Other","","","","Damage",15
"795","",679377,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-24 12:50:49,2014,1,1,"January","04","Friday",24,24,1390567849.603,"2014.04","Other","","","","Damage",14
"799","",679443,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-24 14:53:39,2014,1,1,"January","04","Friday",24,24,1390575219.36,"2014.04","CSR","","","","Damage",80
"823","",680357,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-24 18:18:28,2014,1,1,"January","04","Friday",24,24,1390587508.29,"2014.04","CSR","","","","Damage",110
"826","",680399,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-24 21:29:26,2014,1,1,"January","04","Friday",24,24,1390598966.987,"2014.04","Other","","","","Damage",210
"828","",680407,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-24 22:54:14,2014,1,1,"January","04","Friday",24,24,1390604054.51,"2014.04","CSR","","","","Damage",9
"831","",680790,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-27 09:53:29,2014,1,1,"January","04","Monday",27,27,1390816409.843,"2014.04","CSR","","","","Damage",41
"832","",680806,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-27 10:35:13,2014,1,1,"January","04","Monday",27,27,1390818913.687,"2014.04","CSR","","","","Damage",5
"833","",680807,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-27 10:37:39,2014,1,1,"January","04","Monday",27,27,1390819059.86,"2014.04","CSR","","","","Damage",5
"834","",681002,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-27 15:52:57,2014,1,1,"January","04","Monday",27,27,1390837977.27,"2014.04","CSR","","","","Damage",5
"836","",681026,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-27 16:30:27,2014,1,1,"January","04","Monday",27,27,1390840227.68,"2014.04","CSR","","","","Damage",7
"839","",681040,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-27 16:52:07,2014,1,1,"January","04","Monday",27,27,1390841527.24,"2014.04","CSR","","","","Damage",10
"862","",682321,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-27 22:42:17,2014,1,1,"January","04","Monday",27,27,1390862537.263,"2014.04","Submission","","","","Damage",106
"863","",682359,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-28 10:16:53,2014,1,1,"January","05","Tuesday",28,28,1390904213.25,"2014.05","CSR","","","","Damage",5
"865","",682365,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-28 10:29:51,2014,1,1,"January","05","Tuesday",28,28,1390904991.117,"2014.05","CSR","","","","Damage",55
"866","",682385,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-28 10:45:11,2014,1,1,"January","05","Tuesday",28,28,1390905911.63,"2014.05","CSR","","","","Damage",5
"896","",683793,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-28 19:00:26,2014,1,1,"January","05","Tuesday",28,28,1390935626.987,"2014.05","CSR","","","","Damage",40
"897","",683798,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-28 19:27:03,2014,1,1,"January","05","Tuesday",28,28,1390937223.413,"2014.05","CSR","","","","Damage",5
"899","",683989,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-29 15:24:01,2014,1,1,"January","05","Wednesday",29,29,1391009041,"2014.05","CSR","","","","Damage",105
"903","",684005,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-29 14:06:20,2014,1,1,"January","05","Wednesday",29,29,1391004380.893,"2014.05","CSR","","","","Damage",107
"904","",684023,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-29 14:43:15,2014,1,1,"January","05","Wednesday",29,29,1391006595.577,"2014.05","CSR","","","","Damage",5
"907","",684050,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-29 15:57:51,2014,1,1,"January","05","Wednesday",29,29,1391011071.397,"2014.05","CSR","","","","Damage",41
"934","",685381,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-01-30 00:29:11,2014,1,1,"January","05","Thursday",30,30,1391041751.817,"2014.05","CSR","","","","Damage",6
"936","",685456,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-30 11:37:35,2014,1,1,"January","05","Thursday",30,30,1391081855.653,"2014.05","CSR","","","","Damage",6
"939","",685508,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-30 13:37:43,2014,1,1,"January","05","Thursday",30,30,1391089063.547,"2014.05","CSR","","","","Damage",106
"941","",685547,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-30 15:12:08,2014,1,1,"January","05","Thursday",30,30,1391094728.61,"2014.05","CSR","","","","Damage",105
"943","",685553,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-30 15:23:31,2014,1,1,"January","05","Thursday",30,30,1391095411.277,"2014.05","Submission","","","","Damage",55
"946","",685579,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-30 16:08:40,2014,1,1,"January","05","Thursday",30,30,1391098120.857,"2014.05","CSR","","","","Damage",145
"981","",686839,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-30 18:54:43,2014,1,1,"January","05","Thursday",30,30,1391108083.78,"2014.05","CSR","","","","Damage",40
"983","",686852,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-30 20:02:26,2014,1,1,"January","05","Thursday",30,30,1391112146.457,"2014.05","CSR","","","","Damage",40
"984","",686898,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-31 07:43:35,2014,1,1,"January","05","Friday",31,31,1391154215.25,"2014.05","CSR","","","","Damage",5
"986","",686916,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-31 09:51:35,2014,1,1,"January","05","Friday",31,31,1391161895.623,"2014.05","CSR","","","","Damage",105
"989","",686946,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-31 10:57:41,2014,1,1,"January","05","Friday",31,31,1391165861.7,"2014.05","Other","","","","Damage",17
"990","",686964,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-31 11:29:44,2014,1,1,"January","05","Friday",31,31,1391167784.67,"2014.05","CSR","","","","Damage",5
"993","",687052,505,100,"Outsource","CRO1",1,5,"NULL","NULL","claim_history","RServe interface",2014-01-31 14:10:28,2014,1,1,"January","05","Friday",31,31,1391177428.08,"2014.05","Other","","","","Damage",41
"994","",687066,505,100,"Outsource","CRO1",1,5,"NULL","NULL","R_model","RServe interface",2014-01-31 14:52:43,2014,1,1,"January","05","Friday",31,31,1391179963.147,"2014.05","CSR","","","","Damage",5
"997","",687073,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-31 15:06:27,2014,1,1,"January","05","Friday",31,31,1391180787.903,"2014.05","CSR","","","","Damage",41
"999","",687117,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-01-31 16:33:08,2014,1,1,"January","05","Friday",31,31,1391185988.427,"2014.05","CSR","","","","Damage",105
"1028","",688061,505,100,"In-House","Janssen",1,5,"NULL","NULL","claim_history","RServe interface",2014-01-31 18:55:13,2014,1,1,"January","05","Friday",31,31,1391194513.367,"2014.05","Submission","","","","Damage",146
"1031","",688112,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-01-31 23:30:52,2014,1,1,"January","05","Friday",31,31,1391211052.82,"2014.05","CSR","","","","Damage",106
"1033","",688128,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-01 09:42:57,2014,1,2,"February","05","Saturday",1,32,1391247777.733,"2014.05","CSR","","","","Damage",40
"1036","",688158,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-01 12:01:19,2014,1,2,"February","05","Saturday",1,32,1391256079.97,"2014.05","CSR","","","","Damage",41
"1039","",688160,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-01 12:04:37,2014,1,2,"February","05","Saturday",1,32,1391256277.63,"2014.05","Other","","","","Damage",41
"1041","",688207,505,100,"In-House","Janssen",1,5,"NULL","NULL","claim_history","RServe interface",2014-02-01 13:52:53,2014,1,2,"February","05","Saturday",1,32,1391262773.433,"2014.05","CSR","","","","Damage",105
"1042","",688261,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-01 16:35:59,2014,1,2,"February","05","Saturday",1,32,1391272559.947,"2014.05","CSR","","","","Damage",5
"1043","",688284,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-01 18:39:42,2014,1,2,"February","05","Saturday",1,32,1391279982.14,"2014.05","CSR","","","","Damage",5
"1045","",688285,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-01 18:43:02,2014,1,2,"February","05","Saturday",1,32,1391280182.47,"2014.05","CSR","","","","Damage",6
"1047","",688346,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-02 14:49:18,2014,1,2,"February","05","Sunday",2,33,1391352558.033,"2014.05","CSR","","","","Damage",110
"1051","",688388,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-02 20:26:46,2014,1,2,"February","05","Sunday",2,33,1391372806.97,"2014.05","Other","","","","Damage",141
"1052","",688398,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-02 21:41:09,2014,1,2,"February","05","Sunday",2,33,1391377269.637,"2014.05","CSR","","","","Damage",5
"1053","",688407,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-02 22:29:10,2014,1,2,"February","05","Sunday",2,33,1391380150.22,"2014.05","CSR","","","","Damage",5
"1054","",688478,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 10:41:13,2014,1,2,"February","05","Monday",3,34,1391424073.317,"2014.05","CSR","","","","Damage",5
"1057","",688483,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 10:53:19,2014,1,2,"February","05","Monday",3,34,1391424799.637,"2014.05","CSR","","","","Damage",9
"1061","",688491,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 11:05:47,2014,1,2,"February","05","Monday",3,34,1391425547.56,"2014.05","CSR","","","","Damage",66
"1063","",688531,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-03 12:31:54,2014,1,2,"February","05","Monday",3,34,1391430714.427,"2014.05","CSR","","","","Damage",6
"1066","",688533,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 12:33:01,2014,1,2,"February","05","Monday",3,34,1391430781.17,"2014.05","Other","","","","Damage",15
"1068","",688534,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-03 12:33:13,2014,1,2,"February","05","Monday",3,34,1391430793.857,"2014.05","CSR","","","","Damage",6
"1069","",688610,505,100,"Outsource","CRO1",1,5,"NULL","NULL","claim_history","RServe interface",2014-02-03 14:34:31,2014,1,2,"February","05","Monday",3,34,1391438071.963,"2014.05","CSR","","","","Damage",5
"1070","",688614,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 14:38:50,2014,1,2,"February","05","Monday",3,34,1391438330.047,"2014.05","Submission","","","","Damage",5
"1071","",688620,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-03 14:40:57,2014,1,2,"February","05","Monday",3,34,1391438457.097,"2014.05","CSR","","","","Damage",5
"1073","",688632,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-03 15:01:59,2014,1,2,"February","05","Monday",3,34,1391439719.643,"2014.05","CSR","","","","Damage",6
"1076","",688671,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-03 16:18:07,2014,1,2,"February","05","Monday",3,34,1391444287.703,"2014.05","CSR","","","","Damage",11
"1078","",689327,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-03 17:19:14,2014,1,2,"February","05","Monday",3,34,1391447954.343,"2014.05","CSR","","","","Damage",6
"1111","",690687,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-03 18:04:47,2014,1,2,"February","05","Monday",3,34,1391450687.287,"2014.05","CSR","","","","Damage",105
"1114","",690735,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-03 20:50:23,2014,1,2,"February","05","Monday",3,34,1391460623.807,"2014.05","CSR","","","","Damage",205
"1117","",690768,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-03 23:09:05,2014,1,2,"February","05","Monday",3,34,1391468945.997,"2014.05","CSR","","","","Damage",112
"1118","",690783,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 08:11:01,2014,1,2,"February","06","Tuesday",4,35,1391501461.623,"2014.06","CSR","","","","Damage",5
"1120","",690788,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-04 08:56:42,2014,1,2,"February","06","Tuesday",4,35,1391504202.187,"2014.06","CSR","","","","Damage",110
"1122","",690792,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 09:02:36,2014,1,2,"February","06","Tuesday",4,35,1391504556.41,"2014.06","CSR","","","","Damage",7
"1124","",690892,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 13:32:38,2014,1,2,"February","06","Tuesday",4,35,1391520758.887,"2014.06","CSR","","","","Damage",110
"1126","",690936,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-04 15:10:33,2014,1,2,"February","06","Tuesday",4,35,1391526633.877,"2014.06","Other","","","","Damage",105
"1128","",690938,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 15:13:11,2014,1,2,"February","06","Tuesday",4,35,1391526791.457,"2014.06","CSR","","","","Damage",40
"1130","",690993,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_y","RServe interface",2014-02-04 16:44:39,2014,1,2,"February","06","Tuesday",4,35,1391532279.54,"2014.06","CSR","","","","Damage",40
"1131","",691002,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 16:54:08,2014,1,2,"February","06","Tuesday",4,35,1391532848.11,"2014.06","CSR","","","","Damage",5
"1133","",691010,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-04 17:00:13,2014,1,2,"February","06","Tuesday",4,35,1391533213.357,"2014.06","CSR","","","","Damage",6
"1142","",691317,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_z","RServe interface",2014-02-04 17:08:55,2014,1,2,"February","06","Tuesday",4,35,1391533735.307,"2014.06","CSR","","","","Damage",5
"1156","",691744,505,100,"In-House","Janssen",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-04 17:21:37,2014,1,2,"February","06","Tuesday",4,35,1391534497.54,"2014.06","CSR","","","","Damage",6
"1202","",693203,505,100,"Outsource","CRO1",1,5,"NULL","NULL","datasource_x","RServe interface",2014-02-04 12:08:00,2014,1,2,"February","06","Tuesday",4,35,1391515680,"2014.06","CSR","","","","Damage",111
